"","x"
"526","(상급종합병원·종합병원)만1세이상~만6세미만 야간 일측폐환기법"
"527","(상급종합병원·종합병원)만1세이상~만6세미만 야간 고빈도제트환기법"
"528","(상급종합병원·종합병원)만1세이상~만6세미만 야간 개흉적심장수술"
"529","(상급종합병원·종합병원)만1세이상~만6세미만 야간 개두술(뇌종양,뇌혈관질환)"
"530","(상급종합병원·종합병원)만1세이상~만6세미만 야간 중증외상환자에대한수술"
"531","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 장기이식수술"
"532","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 심폐체외순환법"
"533","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 일측폐환기법"
"534","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 고빈도제트환기법"
"535","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 개흉적심장수술"
"536","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 개두술(뇌종양,뇌혈관질환)"
"537","(상급종합병원·종합병원)만1세이상~만6세미만 공휴일 중증외상환자에대한수술"
"538","응급 장기이식수술"
"539","응급 심폐체외순환법"
"540","응급 일측폐환기법"
"541","응급 고빈도제트환기법"
"542","응급 개흉적심장수술"
"543","응급 개두술(뇌종양,뇌혈관질환)"
"544","응급 중증외상환자에대한수술"
"545","응급 ASA-PS3이상환자에대한수술"
"546","응급야간 장기이식수술"
"547","응급야간 심폐체외순환법"
"548","응급야간 일측폐환기법"
"549","응급야간 고빈도제트환기법"
"550","응급야간 개흉적심장수술"
"551","응급야간 개두술(뇌종양,뇌혈관질환)"
"552","응급야간 중증외상환자에대한수술"
"553","응급야간 ASA-PS3이상환자에대한수술"
"554","응급공휴일 장기이식수술"
"555","응급공휴일 심폐체외순환법"
"556","응급공휴일 일측폐환기법"
"557","응급공휴일 고빈도제트환기법"
"558","응급공휴일 개흉적심장수술"
"559","응급공휴일 개두술(뇌종양,뇌혈관질환)"
"560","응급공휴일 중증외상환자에대한수술"
"561","응급공휴일 ASA-PS3이상환자에대한수술"
"562","권역외상센터중증외상 장기이식수술"
"563","권역외상센터중증외상 심폐체외순환법"
"564","권역외상센터중증외상 일측폐환기법"
"565","권역외상센터중증외상 고빈도제트환기법"
"566","권역외상센터중증외상 개흉적심장수술"
"567","권역외상센터중증외상 개두술(뇌종양,뇌혈관질환)"
"568","권역외상센터중증외상 중증외상환자에대한수술"
"569","권역외상센터중증외상 ASA-PS3이상환자에대한수술"
"570","권역외상센터중증외상 야간 장기이식수술"
"571","권역외상센터중증외상 야간 심폐체외순환법"
"572","권역외상센터중증외상 야간 일측폐환기법"
"573","권역외상센터중증외상 야간 고빈도제트환기법"
"574","권역외상센터중증외상 야간 개흉적심장수술"
"575","권역외상센터중증외상 야간 개두술(뇌종양,뇌혈관질환)"
"576","권역외상센터중증외상 야간 중증외상환자에대한수술"
"577","권역외상센터중증외상 야간 ASA-PS3이상환자에대한수술"
"578","권역외상센터중증외상 공휴 장기이식수술"
"579","권역외상센터중증외상 공휴 심폐체외순환법"
"580","권역외상센터중증외상 공휴 일측폐환기법"
"581","권역외상센터중증외상 공휴 고빈도제트환기법"
"582","권역외상센터중증외상 공휴 개흉적심장수술"
"583","권역외상센터중증외상 공휴 개두술(뇌종양,뇌혈관질환)"
"584","권역외상센터중증외상 공휴 중증외상환자에대한수술"
"585","권역외상센터중증외상 공휴 ASA-PS3이상환자에대한수술"
"586","신생아 응급 장기이식수술"
"587","신생아 응급 심폐체외순환법"
"588","신생아 응급 일측폐환기법"
"589","신생아 응급 고빈도제트환기법"
"590","신생아 응급 개흉적심장수술"
"591","신생아 응급 개두술(뇌종양,뇌혈관질환)"
"592","신생아 응급 중증외상환자에대한수술"
"593","신생아 응급야간 장기이식수술"
"594","신생아 응급야간 심폐체외순환법"
"595","신생아 응급야간 일측폐환기법"
"596","신생아 응급야간 고빈도제트환기법"
"597","신생아 응급야간 개흉적심장수술"
"598","신생아 응급야간 개두술(뇌종양,뇌혈관질환)"
"599","신생아 응급야간 중증외상환자에대한수술"
"600","신생아 응급공휴일 장기이식수술"
"601","신생아 응급공휴일 심폐체외순환법"
"602","신생아 응급공휴일 일측폐환기법"
"603","신생아 응급공휴일 고빈도제트환기법"
"604","신생아 응급공휴일 개흉적심장수술"
"605","신생아 응급공휴일 개두술(뇌종양,뇌혈관질환)"
"606","신생아 응급공휴일 중증외상환자에대한수술"
"607","만1세미만 응급 장기이식수술"
"608","만1세미만 응급 심폐체외순환법"
"609","만1세미만 응급 일측폐환기법"
"610","만1세미만 응급 고빈도제트환기법"
"611","만1세미만 응급 개흉적심장수술"
"612","만1세미만 응급 개두술(뇌종양,뇌혈관질환)"
"613","만1세미만 응급 중증외상환자에대한수술"
"614","만1세미만 응급야간 장기이식수술"
"615","만1세미만 응급야간 심폐체외순환법"
"616","만1세미만 응급야간 일측폐환기법"
"617","만1세미만 응급야간 고빈도제트환기법"
"618","만1세미만 응급야간 개흉적심장수술"
"619","만1세미만 응급야간 개두술(뇌종양,뇌혈관질환)"
"620","만1세미만 응급야간 중증외상환자에대한수술"
"621","만1세미만 응급공휴일 장기이식수술"
"622","만1세미만 응급공휴일 심폐체외순환법"
"623","만1세미만 응급공휴일 일측폐환기법"
"624","만1세미만 응급공휴일 고빈도제트환기법"
"625","만1세미만 응급공휴일 개흉적심장수술"
"626","만1세미만 응급공휴일 개두술(뇌종양,뇌혈관질환)"
"627","만1세미만 응급공휴일 중증외상환자에대한수술"
"628","만1세이상~만6세미만 응급 장기이식수술"
"629","만1세이상~만6세미만 응급 심폐체외순환법"
"630","만1세이상~만6세미만 응급 일측폐환기법"
"631","만1세이상~만6세미만 응급 고빈도제트환기법"
"632","만1세이상~만6세미만 응급 개흉적심장수술"
"633","만1세이상~만6세미만 응급 개두술(뇌종양,뇌혈관질환)"
"634","만1세이상~만6세미만 응급 중증외상환자에대한수술"
"635","만1세이상~만6세미만 응급야간 장기이식수술"
"636","만1세이상~만6세미만 응급야간 심폐체외순환법"
"637","만1세이상~만6세미만 응급야간 일측폐환기법"
"638","만1세이상~만6세미만 응급야간 고빈도제트환기법"
"639","만1세이상~만6세미만 응급야간 개흉적심장수술"
"640","만1세이상~만6세미만 응급야간 개두술(뇌종양,뇌혈관질환)"
"641","만1세이상~만6세미만 응급야간 중증외상환자에대한수술"
"642","만1세이상~만6세미만 응급공휴일 장기이식수술"
"643","만1세이상~만6세미만 응급공휴일 심폐체외순환법"
"644","만1세이상~만6세미만 응급공휴일 일측폐환기법"
"645","만1세이상~만6세미만 응급공휴일 고빈도제트환기법"
"646","만1세이상~만6세미만 응급공휴일 개흉적심장수술"
"647","만1세이상~만6세미만 응급공휴일 개두술(뇌종양,뇌혈관질환)"
"648","만1세이상~만6세미만 응급공휴일 중증외상환자에대한수술"
"649","(상급종합병원·종합병원)신생아 응급 장기이식수술"
"650","(상급종합병원·종합병원)신생아 응급 심폐체외순환법"
"651","(상급종합병원·종합병원)신생아 응급 일측폐환기법"
"652","(상급종합병원·종합병원)신생아 응급 고빈도제트환기법"
"653","(상급종합병원·종합병원)신생아 응급 개흉적심장수술"
"654","(상급종합병원·종합병원)신생아 응급 개두술(뇌종양,뇌혈관질환)"
"655","(상급종합병원·종합병원)신생아 응급 중증외상환자에대한수술"
"656","(상급종합병원·종합병원)신생아 응급야간 장기이식수술"
"657","(상급종합병원·종합병원)신생아 응급야간 심폐체외순환법"
"658","(상급종합병원·종합병원)신생아 응급야간 일측폐환기법"
"659","(상급종합병원·종합병원)신생아 응급야간 고빈도제트환기법"
"660","(상급종합병원·종합병원)신생아 응급야간 개흉적심장수술"
"661","(상급종합병원·종합병원)신생아 응급야간 개두술(뇌종양,뇌혈관질환)"
"662","(상급종합병원·종합병원)신생아 응급야간 중증외상환자에대한수술"
"663","(상급종합병원·종합병원)신생아 응급공휴일 장기이식수술"
"664","(상급종합병원·종합병원)신생아 응급공휴일 심폐체외순환법"
"665","(상급종합병원·종합병원)신생아 응급공휴일 일측폐환기법"
"666","(상급종합병원·종합병원)신생아 응급공휴일 고빈도제트환기법"
"667","(상급종합병원·종합병원)신생아 응급공휴일 개흉적심장수술"
"668","(상급종합병원·종합병원)신생아 응급공휴일 개두술(뇌종양,뇌혈관질환)"
"669","(상급종합병원·종합병원)신생아 응급공휴일 중증외상환자에대한수술"
"670","(상급종합병원·종합병원)신생아 권역외상센터중증외상 장기이식수술"
"671","(상급종합병원·종합병원)신생아 권역외상센터중증외상 심폐체외순환법"
"672","(상급종합병원·종합병원)신생아 권역외상센터중증외상 일측폐환기법"
"673","(상급종합병원·종합병원)신생아 권역외상센터중증외상 고빈도제트환기법"
"674","(상급종합병원·종합병원)신생아 권역외상센터중증외상 개흉적심장수술"
"675","(상급종합병원·종합병원)신생아 권역외상센터중증외상 개두술(뇌종양,뇌혈관질환)"
"676","(상급종합병원·종합병원)신생아 권역외상센터중증외상 중증외상환자에대한수술"
"677","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 장기이식수술"
"678","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 심폐체외순환법"
"679","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 일측폐환기법"
"680","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 고빈도제트환기법"
"681","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 개흉적심장수술"
"682","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 개두술(뇌종양,뇌혈관질환)"
"683","(상급종합병원·종합병원)신생아 권역외상센터중증외상 야간 중증외상환자에대한수술"
"684","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 장기이식수술"
"685","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 심폐체외순환법"
"686","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 일측폐환기법"
"687","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 고빈도제트환기법"
"688","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 개흉적심장수술"
"689","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 개두술(뇌종양,뇌혈관질환)"
"690","(상급종합병원·종합병원)신생아 권역외상센터중증외상 공휴 중증외상환자에대한수술"
"691","(상급종합병원·종합병원)만1세미만 응급 장기이식수술"
"692","(상급종합병원·종합병원)만1세미만 응급 심폐체외순환법"
