,concept_code,concept_name,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date,invalid_reason,synonyms,material,dosage,dosage_unit,concept_code_bf,ancestor_concept_code
133,B0002003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,MONOFILAMENT NYLON,NA,NA,NA,NA
134,B0002004,DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DAFILON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
135,B0002005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
136,B0002006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
137,B0002008,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
138,B0002013,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON,NA,NA,NA,NA
139,B0002018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
140,B0002022,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
141,B0002026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
142,B0002090,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
143,B0003001,SUTURE ETHILON(NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON(NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
144,B0003002,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLAMIDE,NA,NA,NA,NA
145,B0003003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,MONOFILAMENT NYLON,NA,NA,NA,NA
146,B0003004,DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DAFILON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
147,B0003005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
148,B0003006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
149,B0003010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
150,B0003013,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON,NA,NA,NA,NA
151,B0003018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
152,B0003022,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
153,B0003026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
154,B0003090,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
155,B0003108,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
156,B0004001,SUTURE ETHILON (NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON (NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
157,B0004002,SUTURE NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
158,B0004003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,MONOFILAMENT NYLON,NA,NA,NA,NA
159,B0004004,SUTURE DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DAFILON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
160,B0004005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
161,B0004006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
162,B0004008,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
163,B0004010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
164,B0004013,Supramid (SUPRAMID SUTURE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,슈프라미드 봉합사 (SUPRAMID SUTURE),POLYAMIDE,NA,NA,NA,NA
165,B0004014,SUTURE SUPRAMID,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE SUPRAMID,BRAIDED SILK,NA,NA,NA,NA
166,B0004018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
167,B0004022,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
168,B0004026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
169,B0004090,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
170,B0005001,SUTURE ETHILON (NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON (NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
171,B0005002,SUTURE NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
172,B0005003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,MONOFILAMENT NYLON,NA,NA,NA,NA
173,B0005004,SUTURE DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DAFILON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
174,B0005005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
175,B0005006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
176,B0005008,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
177,B0005010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
178,B0005018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
179,B0005022,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
180,B0005026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
181,B0005090,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
182,B0005110,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
183,B0006001,SUTURE ETHILON (NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON (NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
184,B0006002,SUTURE NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
185,B0006003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,MONOFILAMENT NYLON,NA,NA,NA,NA
186,B0006004,SUTURE DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DAFILON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
187,B0006005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
188,B0006006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
189,B0006008,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
190,B0006010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
191,B0006018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
192,B0006022,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
193,B0006026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
194,B0006090,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
195,B0007001,SUTURE ETHILON(NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON(NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
196,B0007002,SUTURE NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
197,B0007003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,NYLON,NA,NA,NA,NA
198,B0007005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
199,B0007006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
200,B0007008,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
201,B0007010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
202,B0007018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
203,B0007026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
204,B0007110,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
205,B0008001,SUTURE ETHILON (NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON (NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
206,B0008002,SUTURE NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
207,B0008003,SUTURE DERMALON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE DERMALON,MONOFILAMENT NYLON,NA,NA,NA,NA
208,B0008004,NYLON BLACK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON BLACK,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
209,B0008006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
210,B0008008,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
211,B0008010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
212,B0008018,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
213,B0008022,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
214,B0008026,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
215,B0008090,FILAMIDE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILAMIDE,POLYAMIDE,NA,NA,NA,NA
216,B0009001,ETHILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ETHILON,NYLON(POLYAMIDE),NA,NA,NA,NA
217,B0009006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON(POLYAMIDE),NA,NA,NA,NA
218,B0009010,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
219,B0009013,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON,NA,NA,NA,NA
220,B0009021,US-9002LZN,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,US-9002LZN,YLON(POLYAMIDE),NA,NA,NA,NA
221,B0009108,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
222,B0009205,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,MONOFILAMENT NYLON,NA,NA,NA,NA
223,B0009501,SUTURE ETHILON(NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON(NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
224,B0009506,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
225,B0009508,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
226,B0009510,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
227,B0009601,SUTURE ETHILON(NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON(NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
228,B0009606,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
229,B0009608,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
230,B0009610,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
231,B0009626,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
232,B0009701,SUTURE ETHILON(NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON(NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
233,B0009706,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
234,B0009708,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
235,B0009710,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
236,B0009726,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
237,B0009801,SUTURE ETHILON (NYLON),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE ETHILON (NYLON),MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
238,B0009802,SUTURE NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
239,B0009804,DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DAFILON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
240,B0009806,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT NYLON,NA,NA,NA,NA
241,B0009808,WEGO-NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WEGO-NYLON,POLYAMIDE,NA,NA,NA,NA
242,B0009810,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,MONOFILAMENT POLYAMIDE,NA,NA,NA,NA
243,B0009826,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,POLYAMIDE,NA,NA,NA,NA
244,B0009904,DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DAFILON,NYLON(POLYAMIDE),NA,NA,NA,NA
245,B0009918,REXLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXLON,MONOFILAMENT NYLON (POLYAMIDE),NA,NA,NA,NA
246,B0009919,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON(POLYAMIDE),NA,NA,NA,NA
247,B0010001,ETHILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ETHILON,NYLON(POLYAMIDE),NA,NA,NA,NA
248,B0010004,DAFILON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DAFILON,NYLON(POLYAMIDE),NA,NA,NA,NA
249,B0010005,MONOSOF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MONOSOF,NYLON(POLYAMIDE),NA,NA,NA,NA
250,B0010006,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON(POLYAMIDE),NA,NA,NA,NA
251,B0010019,NYLON,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NYLON,NYLON(POLYAMIDE),NA,NA,NA,NA
252,B0010021,US-1002LZN,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,US-1002LZN,NYLON(POLYAMIDE),NA,NA,NA,NA
253,B0010022,MANI SUTURES,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MANI SUTURES,NYLON(POLYAMIDE),NA,NA,NA,NA
254,B0011001,SUTURE MERSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE MERSILK,BRAIDED SILK,NA,NA,NA,NA
255,B0011002,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
256,B0011004,SILKAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILKAM,BRAIDED SILK,NA,NA,NA,NA
257,B0011005,SOFSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOFSILK,BRAIDED SILK,NA,NA,NA,NA
258,B0011006,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
259,B0011011,MERSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MERSILK,BRAIDED SILK,NA,NA,NA,NA
260,B0011013,SLIK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SLIK,SLIK,NA,NA,NA,NA
261,B0011018,REXSIL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXSIL,SILK,NA,NA,NA,NA
262,B0011022,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
263,B0011026,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,SILK,NA,NA,NA,NA
264,B0011090,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,"SILK FIBROIN, STAINLESS STEEL",NA,NA,NA,NA
265,B0011101,SUTURE MERSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE MERSILK,BRAIDED SILK,NA,NA,NA,NA
266,B0011102,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
267,B0011104,SILKAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILKAM,BRAIDED SILK,NA,NA,NA,NA
268,B0011105,SOFSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOFSILK,BRAIDED SILK,NA,NA,NA,NA
269,B0011106,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
270,B0011113,SLIK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SLIK,SLIK,NA,NA,NA,NA
271,B0011118,REXSIL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXSIL,SILK,NA,NA,NA,NA
272,B0011122,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
273,B0011126,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,SILK,NA,NA,NA,NA
274,B0011190,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
275,B0011201,SUTURE MERSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE MERSILK,BRAIDED SILK,NA,NA,NA,NA
276,B0011202,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
277,B0011204,SILKAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILKAM,BRAIDED SILK,NA,NA,NA,NA
278,B0011205,SOFSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOFSILK,BRAIDED SILK,NA,NA,NA,NA
279,B0011206,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
280,B0011213,SLIK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SLIK,SLIK,NA,NA,NA,NA
281,B0011218,REXSIL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXSIL,SILK,NA,NA,NA,NA
282,B0011222,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
283,B0011226,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,SILK,NA,NA,NA,NA
284,B0011290,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
285,B0011301,SUTURE MERSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE MERSILK,BRAIDED SILK,NA,NA,NA,NA
286,B0011302,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
287,B0011304,SILKAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILKAM,BRAIDED SILK,NA,NA,NA,NA
288,B0011305,SOFSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOFSILK,BRAIDED SILK,NA,NA,NA,NA
289,B0011306,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
290,B0011313,SLIK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SLIK,SLIK,NA,NA,NA,NA
291,B0011318,REXSIL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXSIL,SILK,NA,NA,NA,NA
292,B0011322,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
293,B0011326,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,SILK,NA,NA,NA,NA
294,B0011390,FILASILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILASILK,SILK FIBROIN,NA,NA,NA,NA
295,B0011401,SUTURE MERSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SUTURE MERSILK,BRAIDED SILK,NA,NA,NA,NA
296,B0011402,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
297,B0011404,SILKAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILKAM,BRAIDED SILK,NA,NA,NA,NA
298,B0011405,SOFSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOFSILK,BRAIDED SILK,NA,NA,NA,NA
299,B0011406,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
300,B0011413,SLIK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SLIK,SLIK,NA,NA,NA,NA
301,B0011418,REXSIL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,REXSIL,SILK,NA,NA,NA,NA
302,B0011426,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,SILK,NA,NA,NA,NA
303,B0011502,SILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILK,BRAIDED SILK,NA,NA,NA,NA
304,B0011504,SILKAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SILKAM,BRAIDED SILK,NA,NA,NA,NA
305,B0011505,SOFSILK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOFSILK,BRAIDED SILK,NA,NA,NA,NA
